Cidade;Escola;Questao;Resposta;Respondente;AnoDaAvaliacao
CHAPADÃO DO SUL;EE JORGE AMADO;Grêmio Estudantil;Sim;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Laboratório(s) Científico(s);Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Laboratório(s) Científico(s);Sim;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Laboratório(s) para prática da Educação Profissional;Não;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Laboratório(s) para prática da Educação Profissional;Não;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Livro de incineração;Não;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Livro de incineração;Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Livro tombo;Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Livro tombo;Sim;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Mais Educação/Ensino em Tempo Integral - EF;Não;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Mais Educação/Ensino em Tempo Integral - EF;Não;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Missão;;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Missão;Contribuir para a formação de cidadãos conscientes de seu papel na democracia, capazes de atuar como agentes de transformação na realidade onde estão inseridos, garantindo uma base de conhecimento que proporcione aos estudantes maior conscientização no desenvolvimento do processo educacional, condições de acesso ao mundo do trabalho e continuação em estudos posteriores, bem como uma mudança de comportamento para que possam agir como agentes ativos e transformadores da sociedade, buscando melhores condições de vida para si e sua coletividade.;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Plano de Desenvolvimento da Escola;;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Plano de Desenvolvimento da Escola;Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Professores com Formação Superior que atuam em sala de aula;56;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Professores com Formação Superior que atuam em sala de aula;59;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Professores convocados que atuam em sala de aula;42;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Professores convocados que atuam em sala de aula;42;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Professores efetivos que atuam em sala de aula;14;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Professores efetivos que atuam em sala de aula;17;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Professores efetivos readaptados;0;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Professores efetivos readaptados;0;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Professores habilitados para a área que atuam;56;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Professores habilitados para a área que atuam;59;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;0;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;0;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Professores não habilitados para a área que atuam;2;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Professores não habilitados para a área que atuam;5;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Professores sem Formação Superior que atuam em sala de aula;0;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Professores sem Formação Superior que atuam em sala de aula;0;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Projeto Aprendizagem por Autoria - Ensino Fundamental;Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Quadra de Esportes;Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Quadra de Esportes;Sim;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Quantas extensões;2;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Quantas extensões;2;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Quantos estudantes da escola utilizam o transporte escolar público;27;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Quantos estudantes da escola utilizam o transporte escolar público;43;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Quantos estudantes estão matriculados na(s) extensão(ões);25;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Quantos estudantes estão matriculados na(s) extensão(ões);27;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Referencial Curricular;Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Referencial Curricular;Sim;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Regimento Escolar;Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Regimento Escolar;Sim;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Relatório de Avaliação Institucional Interna;Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Relatório de Avaliação Institucional Interna;Sim;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Sala da Coordenação Pedagógica;Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Sala da Coordenação Pedagógica;Sim;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Sala da Direção;Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Sala da Direção;Sim;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Sala de Apoio Pedagógico (estudantes com transtornos funcionais de aprendizagem);Não;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Sala de Apoio Pedagógico (estudantes com transtornos funcionais de aprendizagem);Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Sala de Professores;Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Sala de Professores;Sim;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Sala de Recurso Multifuncional;Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Sala de Recurso Multifuncional;Sim;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Sala de Tecnologia/Informática;Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Sala de Tecnologia/Informática;Sim;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Secretaria Escolar;Sim;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Secretaria Escolar;Sim;Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Valores;;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Valores;"•	compromisso com o processo de ensino e de aprendizagem;\n•	desenvolvimento da afetividade e da harmonia;\n•	respeito e convivência com as diferenças;\n•	respeito mútuo e tolerância;\n•	estímulo à empatia;\n•	ética;\n•	educação para a democracia;\n•	cooperação;\n•	verdade e transparência;\n•	estímulo à busca constante de conhecimentos;\n•	formação de cidadãos conscientes de seu papel na sociedade.";Diretores;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Visão;;Avaliadores externos;2018
CHAPADÃO DO SUL;EE JORGE AMADO;Visão;Desenvolver o senso crítico, moral e cooperativo, incentivando professores e estudantes a participar da construção de uma sociedade igualitária com ênfase na colaboração mútua e solidária, intensificando atividades que proporcionem o desenvolvimento das habilidades cognitivas e relações interpessoais, assim possibilitando um ambiente onde haja franqueza na comunicação e na autoavaliação.\n 		Valorizar a educação como um instrumento de humanização e de interação social, proporcionando uma educação de qualidade por meio de um trabalho de parceria entre pais, estudantes e profissionais da educação, num processo cooperativo de formação de indivíduos plenos e aptos a construir a sua própria autonomia e cidadania, reconhecendo-se, como ser único, mas também coletivo.;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Não;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Não;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Não;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Não;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;A escola possui elevadores ou plataformas elevatórias;Não;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;A escola possui elevadores ou plataformas elevatórias;Não;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;APM;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;APM;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;As matrículas dos estudantes estão deferidas pela direção;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;As matrículas dos estudantes estão deferidas pela direção;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Biblioteca;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Biblioteca;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Calendário Escolar;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Calendário Escolar;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Caso haja outras informações importantes descreva abaixo;Nada a declarar;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Caso haja outras informações importantes descreva abaixo;Nada a declarar;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Colegiado Escolar ou Conselho Escolar;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Colegiado Escolar ou Conselho Escolar;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Ensino Médio Inovador/ Integral Integrado;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Ensino Médio Inovador/ Integral Integrado;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Não;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Essa unidade escolar possui extensão;Não;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Essa unidade escolar possui extensão;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Estudante Público da Educação Especial;Não;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Estudante Público da Educação Especial;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Grêmio Estudantil;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Grêmio Estudantil;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Laboratório(s) Científico(s);Não;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Laboratório(s) Científico(s);Não;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Laboratório(s) para prática da Educação Profissional;Não;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Laboratório(s) para prática da Educação Profissional;Não;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Livro de incineração;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Livro de incineração;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Livro tombo;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Livro tombo;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Mais Educação/Ensino em Tempo Integral - EF;Não;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Mais Educação/Ensino em Tempo Integral - EF;Não;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Missão;;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Missão;Oferecer uma educação de qualidade, pautada nos princípios da democracia participativa, comunitária e ambiental, que auxiliem na formação de cidadãos éticos e compromissados com a construção de uma sociedade mais justa e igualitária.;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Plano de Desenvolvimento da Escola;;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Plano de Desenvolvimento da Escola;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores com Formação Superior que atuam em sala de aula;51;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores com Formação Superior que atuam em sala de aula;51;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores convocados que atuam em sala de aula;37;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores convocados que atuam em sala de aula;37;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores efetivos que atuam em sala de aula;14;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores efetivos que atuam em sala de aula;14;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores efetivos readaptados;2;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores efetivos readaptados;2;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores habilitados para a área que atuam;51;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores habilitados para a área que atuam;51;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;3;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;3;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores não habilitados para a área que atuam;0;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores não habilitados para a área que atuam;0;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores sem Formação Superior que atuam em sala de aula;0;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores sem Formação Superior que atuam em sala de aula;0;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Projeto AJA - Avanço do Jovem na Aprendizagem;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Projeto AJA - Avanço do Jovem na Aprendizagem;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Quadra de Esportes;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Quadra de Esportes;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Quantas extensões;0;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Quantas extensões;1;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Quantos estudantes da escola utilizam o transporte escolar público;0;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Quantos estudantes da escola utilizam o transporte escolar público;0;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Quantos estudantes estão matriculados na(s) extensão(ões);0;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Quantos estudantes estão matriculados na(s) extensão(ões);20;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Referencial Curricular;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Referencial Curricular;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Regimento Escolar;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Regimento Escolar;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Relatório de Avaliação Institucional Interna;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Relatório de Avaliação Institucional Interna;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Sala da Coordenação Pedagógica;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Sala da Coordenação Pedagógica;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Sala da Direção;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Sala da Direção;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Sala de Professores;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Sala de Professores;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Sala de Recurso Multifuncional;Não;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Sala de Recurso Multifuncional;Não;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Sala de Tecnologia/Informática;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Sala de Tecnologia/Informática;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Secretaria Escolar;Sim;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Secretaria Escolar;Sim;Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Valores;;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Valores;"A  escola  pauta sua caminhada por meio de valores e compromissos em todas as ações que desenvolvem, sendo estas  sustentadas nos seguintes valores:\n\n•Parceria escola x família;\n\n• Convivência como espaçõ educativo;\n\n• Cidadania;\n\n• Ética: \n\n•Transparência.";Diretores;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Visão;;Avaliadores externos;2018
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Visão;Ser uma unidade escolar de   referência  no Estado de Mato Grosso do Sul e inovadora em suas propostas e práticas pedagógicas.;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Não;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Não;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;A escola possui elevadores ou plataformas elevatórias;Não;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;A escola possui elevadores ou plataformas elevatórias;Não;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;APM;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;APM;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Não;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;As matrículas dos estudantes estão deferidas pela direção;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;As matrículas dos estudantes estão deferidas pela direção;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Biblioteca;Não;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Biblioteca;Não;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Calendário Escolar;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Calendário Escolar;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Caso haja outras informações importantes descreva abaixo;Nada a declarar;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Caso haja outras informações importantes descreva abaixo;Nada a declarar;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Colegiado Escolar ou Conselho Escolar;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Colegiado Escolar ou Conselho Escolar;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Avaliadores externos;2018
