Cidade;Escola;Dimensao;NotaDaDimensao;Area;NotaDaArea;Topico;NotaDoTopico;AnoDaAvaliacao
FÁTIMA DO SUL;EE VILA BRASIL;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.19831;Instalações e Condições de Funcionamento;8.19831;Segurança;7.82333;2018
FÁTIMA DO SUL;EE VILA BRASIL;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.19831;Instalações e Condições de Funcionamento;8.19831;Acessibilidade;6.68556;2018
FÁTIMA DO SUL;EE VILA BRASIL;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.19831;Instalações e Condições de Funcionamento;8.19831;Alimentação Escolar/Cozinha/Depósito;8.84245;2018
FÁTIMA DO SUL;EE VILA BRASIL;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.19831;Instalações e Condições de Funcionamento;8.19831;Quadra de Esportes;8.75667;2018
FÁTIMA DO SUL;EE VILA BRASIL;Gestão de Interação e Ambiente Escolar;8.18544;Interação;8.08000;Relacionamento Interpessoal;8.08000;2018
FÁTIMA DO SUL;EE VILA BRASIL;Gestão de Interação e Ambiente Escolar;8.18544;Ambiente Escolar;8.11905;Comunicação e Integração com a Escola;8.30214;2018
FÁTIMA DO SUL;EE VILA BRASIL;Gestão de Interação e Ambiente Escolar;8.18544;Ambiente Escolar;8.11905;Zelo ao Patrimônio;7.54750;2018
FÁTIMA DO SUL;EE VILA BRASIL;Gestão de Interação e Ambiente Escolar;8.18544;Ambiente Escolar;8.11905;Compromisso com a Escola;8.02667;2018
FÁTIMA DO SUL;EE VILA BRASIL;Gestão de Interação e Ambiente Escolar;8.18544;Grau de Satisfação;8.64555;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos na unidade escolar;8.68362;2018
FÁTIMA DO SUL;EE VILA BRASIL;Gestão de Interação e Ambiente Escolar;8.18544;Grau de Satisfação;8.64555;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos pelos professores na unidade escolar;8.80226;2018
FÁTIMA DO SUL;EE VILA BRASIL;Gestão de Interação e Ambiente Escolar;8.18544;Grau de Satisfação;8.64555;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos com os estudantes na unidade escolar;8.63842;2018
FÁTIMA DO SUL;EE VILA BRASIL;Gestão de Interação e Ambiente Escolar;8.18544;Grau de Satisfação;8.64555;Numa escala de 0 a 10, qual o grau de satisfação dos pais ou responsáveis em relação aos trabalhos desenvolvidos na unidade escolar;8.39370;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Administrativa;8.95986;Avaliação Normativa;9.24099;Gestão Escolar;9.21427;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Administrativa;8.95986;Avaliação Normativa;9.24099;Uso das Ferramentas da Gestão Escolar;9.27888;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Administrativa;8.95986;Administração Escolar;8.53033;Investimentos e Gestão de Recursos Humanos;9.12250;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Administrativa;8.95986;Administração Escolar;8.53033;Prestação de Contas;8.45421;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Administrativa;8.95986;Administração Escolar;8.53033;Transporte Escolar;7.77000;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Pedagógica;8.71528;Instrumentos Pedagógicos;8.68813;Referencial Curricular;8.90708;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Pedagógica;8.71528;Instrumentos Pedagógicos;8.68813;Projeto Político-Pedagógico / Proposta Pedagógica;8.29570;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Pedagógica;8.71528;Instrumentos Pedagógicos;8.68813;Planejamento;8.56585;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Pedagógica;8.71528;Instrumentos Pedagógicos;8.68813;Práticas Pedagógicas;8.98633;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Pedagógica;8.71528;Instrumentos Pedagógicos;8.68813;Recursos Pedagógicos;8.52255;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Pedagógica;8.71528;Instrumentos Pedagógicos;8.68813;Recursos Tecnológicos e Midiáticos;8.23332;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Pedagógica;8.71528;Instrumentos Pedagógicos;8.68813;Sala de Apoio Pedagógico;8.68524;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Pedagógica;8.71528;Instrumentos Pedagógicos;8.68813;Atendimento Educacional Especializado / AEE;9.08455;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Pedagógica;8.71528;Modalidades Atendidas Pela Escola;8.80143;Educação Profissional;8.80143;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Pedagógica;8.71528;Avaliação;8.81955;Avaliação da Aprendizagem;9.11329;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Pedagógica;8.71528;Avaliação;8.81955;Avaliação de Desempenho / SAEMS;8.62000;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Pedagógica;8.71528;Avaliação;8.81955;Avaliação de Desempenho / Prova Brasil;8.84400;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão Pedagógica;8.71528;Índice de Educação;8.51327;Índice de Desenvolvimento da Educação Básica/IDEB;8.51327;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.06838;Instalações e Condições de Funcionamento;8.06838;Sala da Direção;8.52983;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.06838;Instalações e Condições de Funcionamento;8.06838;Sala da Coordenação Pedagógica;8.43319;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.06838;Instalações e Condições de Funcionamento;8.06838;Sala dos Professores;8.31407;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.06838;Instalações e Condições de Funcionamento;8.06838;Secretaria Escolar;8.34309;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.06838;Instalações e Condições de Funcionamento;8.06838;Salas de Aula;8.10176;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.06838;Instalações e Condições de Funcionamento;8.06838;Área Externa da Escola;8.68625;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.06838;Instalações e Condições de Funcionamento;8.06838;Banheiros;8.17167;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.06838;Instalações e Condições de Funcionamento;8.06838;Biblioteca;8.55784;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.06838;Instalações e Condições de Funcionamento;8.06838;Sala de Tecnologias (STE);7.87800;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.06838;Instalações e Condições de Funcionamento;8.06838;Laboratório (s) Científico (s);5.57250;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.06838;Instalações e Condições de Funcionamento;8.06838;Laboratório (s) para prática de Educação Profissional;5.78250;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.06838;Instalações e Condições de Funcionamento;8.06838;Segurança;8.54667;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.06838;Instalações e Condições de Funcionamento;8.06838;Acessibilidade;7.99333;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.06838;Instalações e Condições de Funcionamento;8.06838;Alimentação Escolar/Cozinha/Depósito;8.72353;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.06838;Instalações e Condições de Funcionamento;8.06838;Quadra de Esportes;8.85333;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Interação e Ambiente Escolar;8.38651;Interação;8.22667;Relacionamento Interpessoal;8.22667;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Interação e Ambiente Escolar;8.38651;Ambiente Escolar;8.37619;Comunicação e Integração com a Escola;8.48357;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Interação e Ambiente Escolar;8.38651;Ambiente Escolar;8.37619;Zelo ao Patrimônio;8.12750;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Interação e Ambiente Escolar;8.38651;Ambiente Escolar;8.37619;Compromisso com a Escola;8.20667;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Interação e Ambiente Escolar;8.38651;Grau de Satisfação;8.57657;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos na unidade escolar;8.62458;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Interação e Ambiente Escolar;8.38651;Grau de Satisfação;8.57657;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos pelos professores na unidade escolar;8.61616;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Interação e Ambiente Escolar;8.38651;Grau de Satisfação;8.57657;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos com os estudantes na unidade escolar;8.64310;2018
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Gestão de Interação e Ambiente Escolar;8.38651;Grau de Satisfação;8.57657;Numa escala de 0 a 10, qual o grau de satisfação dos pais ou responsáveis em relação aos trabalhos desenvolvidos na unidade escolar;8.34772;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão Administrativa;9.20269;Avaliação Normativa;9.42279;Gestão Escolar;9.41428;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão Administrativa;9.20269;Avaliação Normativa;9.42279;Uso das Ferramentas da Gestão Escolar;9.43491;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão Administrativa;9.20269;Administração Escolar;8.86372;Investimentos e Gestão de Recursos Humanos;9.14500;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão Administrativa;9.20269;Administração Escolar;8.86372;Prestação de Contas;8.57351;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão Administrativa;9.20269;Administração Escolar;8.86372;Transporte Escolar;8.60667;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão Pedagógica;8.98017;Instrumentos Pedagógicos;8.87738;Referencial Curricular;9.14963;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão Pedagógica;8.98017;Instrumentos Pedagógicos;8.87738;Projeto Político-Pedagógico / Proposta Pedagógica;8.23559;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão Pedagógica;8.98017;Instrumentos Pedagógicos;8.87738;Planejamento;8.85639;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão Pedagógica;8.98017;Instrumentos Pedagógicos;8.87738;Práticas Pedagógicas;9.10014;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão Pedagógica;8.98017;Instrumentos Pedagógicos;8.87738;Recursos Pedagógicos;8.51312;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão Pedagógica;8.98017;Instrumentos Pedagógicos;8.87738;Recursos Tecnológicos e Midiáticos;8.98124;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão Pedagógica;8.98017;Instrumentos Pedagógicos;8.87738;Atendimento Educacional Especializado / AEE;9.26091;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão Pedagógica;8.98017;Modalidades Atendidas Pela Escola;9.45837;Educação de Jovens e Adultos/EJA;9.45837;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão Pedagógica;8.98017;Avaliação;9.16508;Avaliação da Aprendizagem;9.32753;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão Pedagógica;8.98017;Avaliação;9.16508;Avaliação de Desempenho / SAEMS;9.02500;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão Pedagógica;8.98017;Avaliação;9.16508;Avaliação de Desempenho / Prova Brasil;9.19800;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão Pedagógica;8.98017;Índice de Educação;9.04175;Índice de Desenvolvimento da Educação Básica/IDEB;9.04175;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.28550;Instalações e Condições de Funcionamento;8.28550;Sala da Direção;8.78901;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.28550;Instalações e Condições de Funcionamento;8.28550;Sala da Coordenação Pedagógica;8.03268;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.28550;Instalações e Condições de Funcionamento;8.28550;Sala dos Professores;8.06694;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.28550;Instalações e Condições de Funcionamento;8.28550;Secretaria Escolar;8.81681;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.28550;Instalações e Condições de Funcionamento;8.28550;Salas de Aula;8.46699;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.28550;Instalações e Condições de Funcionamento;8.28550;Área Externa da Escola;8.00000;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.28550;Instalações e Condições de Funcionamento;8.28550;Banheiros;8.09167;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.28550;Instalações e Condições de Funcionamento;8.28550;Sala de Tecnologias (STE);8.99000;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.28550;Instalações e Condições de Funcionamento;8.28550;Segurança;9.34667;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.28550;Instalações e Condições de Funcionamento;8.28550;Acessibilidade;6.48889;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.28550;Instalações e Condições de Funcionamento;8.28550;Alimentação Escolar/Cozinha/Depósito;9.12813;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.28550;Instalações e Condições de Funcionamento;8.28550;Quadra de Esportes;9.57333;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Interação e Ambiente Escolar;8.84314;Interação;8.56000;Relacionamento Interpessoal;8.56000;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Interação e Ambiente Escolar;8.84314;Ambiente Escolar;8.86334;Comunicação e Integração com a Escola;8.95786;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Interação e Ambiente Escolar;8.84314;Ambiente Escolar;8.86334;Zelo ao Patrimônio;8.45500;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Interação e Ambiente Escolar;8.84314;Ambiente Escolar;8.86334;Compromisso com a Escola;8.96667;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Interação e Ambiente Escolar;8.84314;Grau de Satisfação;8.95863;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos na unidade escolar;8.96703;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Interação e Ambiente Escolar;8.84314;Grau de Satisfação;8.95863;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos pelos professores na unidade escolar;8.93407;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Interação e Ambiente Escolar;8.84314;Grau de Satisfação;8.95863;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos com os estudantes na unidade escolar;8.90476;2018
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Gestão de Interação e Ambiente Escolar;8.84314;Grau de Satisfação;8.95863;Numa escala de 0 a 10, qual o grau de satisfação dos pais ou responsáveis em relação aos trabalhos desenvolvidos na unidade escolar;9.06989;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão Administrativa;9.28701;Avaliação Normativa;9.43335;Gestão Escolar;9.45137;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão Administrativa;9.28701;Avaliação Normativa;9.43335;Uso das Ferramentas da Gestão Escolar;9.40775;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão Administrativa;9.28701;Administração Escolar;9.06283;Investimentos e Gestão de Recursos Humanos;9.38250;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão Administrativa;9.28701;Administração Escolar;9.06283;Prestação de Contas;8.54289;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão Administrativa;9.28701;Administração Escolar;9.06283;Transporte Escolar;8.84000;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão Pedagógica;8.99789;Instrumentos Pedagógicos;8.93948;Referencial Curricular;9.11549;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão Pedagógica;8.99789;Instrumentos Pedagógicos;8.93948;Projeto Político-Pedagógico / Proposta Pedagógica;8.10765;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão Pedagógica;8.99789;Instrumentos Pedagógicos;8.93948;Planejamento;8.74899;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão Pedagógica;8.99789;Instrumentos Pedagógicos;8.93948;Práticas Pedagógicas;9.12725;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão Pedagógica;8.99789;Instrumentos Pedagógicos;8.93948;Recursos Pedagógicos;8.64525;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão Pedagógica;8.99789;Instrumentos Pedagógicos;8.93948;Recursos Tecnológicos e Midiáticos;9.00642;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão Pedagógica;8.99789;Instrumentos Pedagógicos;8.93948;Atendimento Educacional Especializado / AEE;9.58818;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão Pedagógica;8.99789;Avaliação;9.11227;Avaliação da Aprendizagem;9.19780;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão Pedagógica;8.99789;Avaliação;9.11227;Avaliação de Desempenho / SAEMS;8.97250;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão Pedagógica;8.99789;Avaliação;9.11227;Avaliação de Desempenho / Prova Brasil;9.18400;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão Pedagógica;8.99789;Índice de Educação;9.17912;Índice de Desenvolvimento da Educação Básica/IDEB;9.17912;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.52705;Instalações e Condições de Funcionamento;8.52705;Sala da Direção;9.46302;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.52705;Instalações e Condições de Funcionamento;8.52705;Sala da Coordenação Pedagógica;9.14626;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.52705;Instalações e Condições de Funcionamento;8.52705;Sala dos Professores;9.14630;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.52705;Instalações e Condições de Funcionamento;8.52705;Secretaria Escolar;9.13357;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.52705;Instalações e Condições de Funcionamento;8.52705;Salas de Aula;9.04821;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.52705;Instalações e Condições de Funcionamento;8.52705;Área Externa da Escola;9.27125;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.52705;Instalações e Condições de Funcionamento;8.52705;Banheiros;9.15000;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.52705;Instalações e Condições de Funcionamento;8.52705;Biblioteca;8.84537;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.52705;Instalações e Condições de Funcionamento;8.52705;Sala de Tecnologias (STE);9.03400;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.52705;Instalações e Condições de Funcionamento;8.52705;Laboratório (s) Científico (s);5.07000;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.52705;Instalações e Condições de Funcionamento;8.52705;Laboratório (s) para prática de Educação Profissional;4.21000;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.52705;Instalações e Condições de Funcionamento;8.52705;Segurança;8.24333;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.52705;Instalações e Condições de Funcionamento;8.52705;Acessibilidade;8.26444;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.52705;Instalações e Condições de Funcionamento;8.52705;Alimentação Escolar/Cozinha/Depósito;9.30939;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.52705;Instalações e Condições de Funcionamento;8.52705;Quadra de Esportes;9.65667;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Interação e Ambiente Escolar;8.82979;Interação;8.75333;Relacionamento Interpessoal;8.75333;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Interação e Ambiente Escolar;8.82979;Ambiente Escolar;8.85000;Comunicação e Integração com a Escola;8.98929;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Interação e Ambiente Escolar;8.82979;Ambiente Escolar;8.85000;Zelo ao Patrimônio;8.57500;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Interação e Ambiente Escolar;8.82979;Ambiente Escolar;8.85000;Compromisso com a Escola;8.56667;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Interação e Ambiente Escolar;8.82979;Grau de Satisfação;8.77601;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos na unidade escolar;8.92149;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Interação e Ambiente Escolar;8.82979;Grau de Satisfação;8.77601;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos pelos professores na unidade escolar;8.79752;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Interação e Ambiente Escolar;8.82979;Grau de Satisfação;8.77601;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos com os estudantes na unidade escolar;8.75207;2018
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Gestão de Interação e Ambiente Escolar;8.82979;Grau de Satisfação;8.77601;Numa escala de 0 a 10, qual o grau de satisfação dos pais ou responsáveis em relação aos trabalhos desenvolvidos na unidade escolar;8.54605;2018
IGUATEMI;EE PAULO FREIRE;Gestão Administrativa;8.74106;Avaliação Normativa;9.08751;Gestão Escolar;9.12084;2018
IGUATEMI;EE PAULO FREIRE;Gestão Administrativa;8.74106;Avaliação Normativa;9.08751;Uso das Ferramentas da Gestão Escolar;9.04003;2018
IGUATEMI;EE PAULO FREIRE;Gestão Administrativa;8.74106;Administração Escolar;8.20797;Investimentos e Gestão de Recursos Humanos;8.86000;2018
IGUATEMI;EE PAULO FREIRE;Gestão Administrativa;8.74106;Administração Escolar;8.20797;Prestação de Contas;8.30350;2018
IGUATEMI;EE PAULO FREIRE;Gestão Administrativa;8.74106;Administração Escolar;8.20797;Transporte Escolar;7.30000;2018
IGUATEMI;EE PAULO FREIRE;Gestão Pedagógica;8.74770;Instrumentos Pedagógicos;8.65953;Referencial Curricular;8.87850;2018
IGUATEMI;EE PAULO FREIRE;Gestão Pedagógica;8.74770;Instrumentos Pedagógicos;8.65953;Projeto Político-Pedagógico / Proposta Pedagógica;8.30304;2018
IGUATEMI;EE PAULO FREIRE;Gestão Pedagógica;8.74770;Instrumentos Pedagógicos;8.65953;Planejamento;8.59179;2018
IGUATEMI;EE PAULO FREIRE;Gestão Pedagógica;8.74770;Instrumentos Pedagógicos;8.65953;Práticas Pedagógicas;9.10568;2018
IGUATEMI;EE PAULO FREIRE;Gestão Pedagógica;8.74770;Instrumentos Pedagógicos;8.65953;Recursos Pedagógicos;8.01762;2018
IGUATEMI;EE PAULO FREIRE;Gestão Pedagógica;8.74770;Instrumentos Pedagógicos;8.65953;Recursos Tecnológicos e Midiáticos;8.25411;2018
IGUATEMI;EE PAULO FREIRE;Gestão Pedagógica;8.74770;Instrumentos Pedagógicos;8.65953;Atendimento Educacional Especializado / AEE;9.16727;2018
IGUATEMI;EE PAULO FREIRE;Gestão Pedagógica;8.74770;Avaliação;8.94538;Avaliação da Aprendizagem;8.98191;2018
IGUATEMI;EE PAULO FREIRE;Gestão Pedagógica;8.74770;Avaliação;8.94538;Avaliação de Desempenho / SAEMS;8.71500;2018
